day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
-1,38600,KELP,2019,30,,,,,2022,30,,,,,2020.5,89.05859375
-1,38700,KELP,2019,20,,,,,2022,20,,,,,2020.5,88.490234375
-1,38700,RAINFOREST_RESIN,9995,20,,,,,10005,20,,,,,10000,724
-1,38800,KELP,2019,21,,,,,2020,2,2021,1,2022,21,2019.5,88.4609375
-1,38800,RAINFOREST_RESIN,9996,1,9995,20,,,10002,1,10004,1,10005,20,9999,724
-1,38900,RAINFOREST_RESIN,9996,2,9995,30,,,10004,2,10005,30,,,10000,748
-1,38900,KELP,2019,32,,,,,2021,7,2022,2,2023,30,2020,86.623046875
-1,39000,RAINFOREST_RESIN,9995,23,,,,,10002,9,10005,23,,,9998.5,748
-1,39000,KELP,2019,23,,,,,2023,23,,,,,2021,84.0546875
-1,39100,KELP,2020,25,,,,,2023,25,,,,,2021.5,78.107421875
-1,39100,RAINFOREST_RESIN,9998,8,9996,1,9995,24,10004,1,10005,24,,,10001,748
-1,39200,KELP,2020,30,,,,,2022,2,2023,30,,,2021,76.7421875
-1,39200,RAINFOREST_RESIN,9996,1,9995,29,,,10004,1,10005,29,,,10000,748
-1,39300,RAINFOREST_RESIN,9995,27,,,,,10005,27,,,,,10000,748
-1,39300,KELP,2020,27,,,,,2023,27,,,,,2021.5,69.8359375
-1,39400,RAINFOREST_RESIN,9996,1,9995,30,,,10004,1,10005,30,,,10000,748
-1,39400,KELP,2020,31,,,,,2022,5,2023,31,,,2021,76.77734375
-1,39500,KELP,2019,27,,,,,2021,3,2022,27,,,2020,92.8359375
-1,39500,RAINFOREST_RESIN,9995,27,,,,,9998,1,10002,2,10005,27,9996.5,751
-1,39600,KELP,2021,4,2019,23,,,2023,23,,,,,2022,86.1796875
-1,39600,RAINFOREST_RESIN,9995,23,,,,,10005,23,,,,,10000,753
-1,39700,RAINFOREST_RESIN,9996,2,9995,22,,,10004,2,10005,22,,,10000,753
-1,39700,KELP,2019,28,,,,,2022,2,2023,22,,,2020.5,87.9140625
-1,39800,RAINFOREST_RESIN,9996,1,9995,27,,,10004,1,10005,27,,,10000,753
-1,39800,KELP,2019,28,,,,,2022,1,2023,27,,,2020.5,88.04296875
-1,39900,KELP,2019,31,,,,,2022,31,,,,,2020.5,93.5
-1,39900,RAINFOREST_RESIN,9996,1,9995,30,,,10002,4,10004,1,10005,30,9999,753
-1,40000,KELP,2018,22,,,,,2022,22,,,,,2020,100.25390625
-1,40000,RAINFOREST_RESIN,9995,22,,,,,10005,22,,,,,10000,753
-1,40100,RAINFOREST_RESIN,9996,2,9995,29,,,10002,8,10004,2,10005,29,9999,753
-1,40100,KELP,2019,31,,,,,2022,31,,,,,2020.5,93.796875
-1,40200,RAINFOREST_RESIN,9996,1,9995,28,,,10004,1,10005,28,,,10000,753
-1,40200,KELP,2019,1,2018,28,,,2022,29,,,,,2020.5,100.59765625
-1,40300,KELP,2019,22,,,,,2022,22,,,,,2020.5,97.83203125
-1,40300,RAINFOREST_RESIN,9995,22,,,,,9998,1,10005,22,,,9996.5,753
-1,40400,KELP,2018,24,,,,,2022,24,,,,,2020,102.78515625
-1,40400,RAINFOREST_RESIN,9996,1,9995,23,,,10004,1,10005,23,,,10000,755
-1,40500,RAINFOREST_RESIN,10002,1,9996,2,9995,27,10004,2,10005,27,,,10003,755
-1,40500,KELP,2019,1,2018,27,,,2022,29,,,,,2020.5,101.33984375
-1,40600,RAINFOREST_RESIN,9996,2,9995,24,,,10004,2,10005,24,,,10000,757
-1,40600,KELP,2019,4,2018,26,,,2022,26,,,,,2020.5,104.05078125
-1,40700,KELP,2018,22,,,,,2021,22,,,,,2019.5,115.3125
-1,40700,RAINFOREST_RESIN,9998,7,9996,2,9995,20,10004,2,10005,20,,,10001,757
-1,40800,KELP,2018,27,,,,,2021,27,,,,,2019.5,110.6640625
-1,40800,RAINFOREST_RESIN,9995,27,,,,,10005,27,,,,,10000,757
-1,40900,RAINFOREST_RESIN,9998,10,9996,2,9995,26,10004,2,10005,26,,,10001,757
-1,40900,KELP,2017,28,,,,,2021,28,,,,,2019,122.5
-1,41000,RAINFOREST_RESIN,9995,21,,,,,10002,10,10005,21,,,9998.5,791
-1,41000,KELP,2018,20,,,,,2020,3,2021,21,,,2019,113.66796875
-1,41100,KELP,2018,24,,,,,2021,27,,,,,2019.5,114.578125
-1,41100,RAINFOREST_RESIN,9995,27,,,,,10005,27,,,,,10000,791
-1,41200,KELP,2018,29,,,,,2021,29,,,,,2019.5,114.8515625
-1,41200,RAINFOREST_RESIN,9995,29,,,,,10005,29,,,,,10000,791
-1,41300,RAINFOREST_RESIN,9998,2,9996,1,9995,24,10004,1,10005,24,,,10001,791
-1,41300,KELP,2017,25,,,,,2019,4,2021,25,,,2018,124.8984375
-1,41400,RAINFOREST_RESIN,9998,5,9996,2,9995,23,10000,4,10004,2,10005,23,9999,791
-1,41400,KELP,2017,25,,,,,2018,4,2019,5,2020,25,2017.5,138.16015625
-1,41500,KELP,2017,22,,,,,2019,1,2021,22,,,2018,126.4140625
-1,41500,RAINFOREST_RESIN,9998,8,9996,2,9995,20,10004,2,10005,20,,,10001,791
-1,41600,KELP,2017,23,,,,,2019,7,2020,1,2021,22,2018,127.75390625
-1,41600,RAINFOREST_RESIN,9996,1,9995,22,,,10004,1,10005,22,,,10000,791
-1,41700,RAINFOREST_RESIN,10000,5,9995,21,,,10005,21,,,,,10002.5,791
-1,41700,KELP,2019,4,2017,21,,,2021,21,,,,,2020,124.2265625
-1,41800,RAINFOREST_RESIN,9996,2,9995,22,,,10004,2,10005,22,,,10000,791
-1,41800,KELP,2018,24,,,,,2021,24,,,,,2019.5,116.2890625
-1,41900,KELP,2018,22,,,,,2020,1,2021,22,,,2019,115.33203125
-1,41900,RAINFOREST_RESIN,9996,1,9995,21,,,9998,4,10004,1,10005,21,9997,791
-1,42000,KELP,2018,31,,,,,2020,5,2021,32,,,2019,111.84765625
-1,42000,RAINFOREST_RESIN,9996,2,9995,30,,,10004,2,10005,30,,,10000,799
-1,42100,RAINFOREST_RESIN,9998,8,9996,2,9995,21,10004,2,10005,21,,,10001,799
-1,42100,KELP,2018,23,,,,,2021,2,2022,21,,,2019.5,108.578125
-1,42200,RAINFOREST_RESIN,10002,1,9995,28,,,10005,28,,,,,10003.5,799
-1,42200,KELP,2018,28,,,,,2022,28,,,,,2020,107.6640625
-1,42300,KELP,2018,20,,,,,2019,7,2020,2,2022,20,2018.5,106.6640625
-1,42300,RAINFOREST_RESIN,9995,20,,,,,10005,20,,,,,10000,801
-1,42400,KELP,2019,30,,,,,2022,31,,,,,2020.5,99.59375
-1,42400,RAINFOREST_RESIN,9996,2,9995,29,,,10004,2,10005,29,,,10000,801
-1,42500,RAINFOREST_RESIN,9995,24,,,,,10002,3,10005,24,,,9998.5,801
-1,42500,KELP,2019,24,,,,,2022,24,,,,,2020.5,100.1484375
-1,42600,RAINFOREST_RESIN,9995,26,,,,,10005,26,,,,,10000,817
-1,42600,KELP,2019,26,,,,,2022,26,,,,,2020.5,98.16796875
-1,42700,KELP,2018,26,,,,,2022,26,,,,,2020,104.6796875
-1,42700,RAINFOREST_RESIN,9995,26,,,,,10005,26,,,,,10000,825
-1,42800,KELP,2019,30,,,,,2022,30,,,,,2020.5,99.80859375
-1,42800,RAINFOREST_RESIN,9995,30,,,,,10005,30,,,,,10000,825
-1,42900,RAINFOREST_RESIN,9995,25,,,,,10005,25,,,,,10000,825
-1,42900,KELP,2019,25,,,,,2022,25,,,,,2020.5,95.19921875
-1,43000,RAINFOREST_RESIN,9995,23,,,,,10005,23,,,,,10000,833
-1,43000,KELP,2020,2,2019,23,,,2023,23,,,,,2021.5,85.4609375
-1,43100,KELP,2020,21,,,,,2023,21,,,,,2021.5,78.3046875
-1,43100,RAINFOREST_RESIN,9995,21,,,,,10005,21,,,,,10000,833
-1,43200,KELP,2019,21,,,,,2023,21,,,,,2021,83.30078125
-1,43200,RAINFOREST_RESIN,9996,1,9995,20,,,10004,1,10005,20,,,10000,833
-1,43300,RAINFOREST_RESIN,9996,1,9995,24,,,10004,1,10005,24,,,10000,833
-1,43300,KELP,2019,25,,,,,2021,2,2023,25,,,2020,83.4140625
-1,43400,RAINFOREST_RESIN,9996,2,9995,22,,,10004,2,10005,22,,,10000,833
-1,43400,KELP,2021,4,2020,24,,,2023,24,,,,,2022,80.5625
-1,43500,KELP,2020,22,,,,,2022,7,2023,23,,,2021,79.13671875
-1,43500,RAINFOREST_RESIN,9998,7,9995,23,,,10005,23,,,,,10001.5,833
-1,43600,KELP,2020,5,2019,21,,,2023,23,,,,,2021.5,81.6640625
-1,43600,RAINFOREST_RESIN,9996,2,9995,21,,,10002,9,10004,2,10005,21,9999,833
-1,43700,KELP,2020,24,,,,,2023,24,,,,,2021.5,79.80859375
-1,43700,RAINFOREST_RESIN,9996,1,9995,23,,,10004,1,10005,23,,,10000,833
-1,43800,RAINFOREST_RESIN,9996,2,9995,26,,,10004,2,10005,26,,,10000,833
-1,43800,KELP,2020,35,,,,,2023,28,,,,,2021.5,76.77734375
-1,43900,KELP,2020,36,,,,,2023,30,,,,,2021.5,80.44140625
-1,43900,RAINFOREST_RESIN,10002,4,9998,2,9996,1,10004,1,10005,29,,,10003,833
-1,44000,RAINFOREST_RESIN,9996,2,9995,20,,,10004,2,10005,20,,,10000,841
-1,44000,KELP,2020,22,,,,,2022,3,2023,22,,,2021,76.5
-1,44100,KELP,2019,24,,,,,2023,24,,,,,2021,86.3203125
-1,44100,RAINFOREST_RESIN,9995,24,,,,,9998,1,10002,2,10005,24,9996.5,841
-1,44200,RAINFOREST_RESIN,9995,21,,,,,10005,21,,,,,10000,843
-1,44200,KELP,2019,21,,,,,2023,21,,,,,2021,87.28125
-1,44300,KELP,2019,27,,,,,2023,27,,,,,2021,85.90234375
-1,44300,RAINFOREST_RESIN,9995,27,,,,,10005,27,,,,,10000,843
-1,44400,RAINFOREST_RESIN,9998,7,9995,28,,,10005,28,,,,,10001.5,843
-1,44400,KELP,2018,28,,,,,2022,28,,,,,2020,102.296875
-1,44500,KELP,2021,1,2019,2,2018,21,2022,21,,,,,2021.5,101.4453125
-1,44500,RAINFOREST_RESIN,9995,21,,,,,10005,21,,,,,10000,843
-1,44600,RAINFOREST_RESIN,9996,1,9995,23,,,10004,1,10005,23,,,10000,843
-1,44600,KELP,2019,24,,,,,2022,24,,,,,2020.5,97.8359375
-1,44700,KELP,2019,29,,,,,2022,29,,,,,2020.5,98.765625
-1,44700,RAINFOREST_RESIN,9995,29,,,,,10002,10,10005,29,,,9998.5,843
-1,44800,RAINFOREST_RESIN,9995,29,,,,,9998,1,10002,10,10005,29,9996.5,843
-1,44800,KELP,2018,29,,,,,2022,29,,,,,2020,102.78125
-1,44900,KELP,2019,1,2018,26,,,2022,26,,,,,2020.5,104.25390625
-1,44900,RAINFOREST_RESIN,9996,1,9995,25,,,10004,1,10005,25,,,10000,845
-1,45000,RAINFOREST_RESIN,10002,1,9996,2,9995,24,10004,2,10005,24,,,10003,845
-1,45000,KELP,2018,26,,,,,2022,26,,,,,2020,103.859375
-1,45100,KELP,2019,27,,,,,2021,5,2022,27,,,2020,99.515625
-1,45100,RAINFOREST_RESIN,9996,1,9995,26,,,10004,1,10005,26,,,10000,847
-1,45200,RAINFOREST_RESIN,9996,1,9995,28,,,10004,1,10005,28,,,10000,847
-1,45200,KELP,2019,29,,,,,2021,6,2022,29,,,2020,100.4140625
-1,45300,KELP,2018,26,,,,,2021,22,,,,,2019.5,110.453125
-1,45300,RAINFOREST_RESIN,9995,22,,,,,10005,22,,,,,10000,847
-1,45400,RAINFOREST_RESIN,9996,2,9995,21,,,9998,1,10004,2,10005,21,9997,847
-1,45400,KELP,2018,22,,,,,2020,2,2021,23,,,2019,116.4765625
-1,45500,KELP,2018,25,,,,,2019,3,2021,25,,,2018.5,114.7421875
-1,45500,RAINFOREST_RESIN,9996,1,9995,24,,,10000,3,10004,1,10005,24,9998,849
-1,45600,RAINFOREST_RESIN,9995,26,,,,,10002,5,10005,26,,,9998.5,849
-1,45600,KELP,2018,33,,,,,2021,26,,,,,2019.5,112.7734375
-1,45700,KELP,2018,24,,,,,2021,24,,,,,2019.5,112.50390625
-1,45700,RAINFOREST_RESIN,9995,24,,,,,10005,24,,,,,10000,849
-1,45800,RAINFOREST_RESIN,9996,1,9995,27,,,10004,1,10005,27,,,10000,849
-1,45800,KELP,2018,27,,,,,2021,28,,,,,2019.5,111.22265625
-1,45900,KELP,2019,4,2018,31,,,2022,31,,,,,2020.5,105.7265625
-1,45900,RAINFOREST_RESIN,9996,1,9995,30,,,10004,1,10005,30,,,10000,849
-1,46000,RAINFOREST_RESIN,9996,2,9995,24,,,10004,2,10005,24,,,10000,855
-1,46000,KELP,2019,2,2018,24,,,2022,26,,,,,2020.5,100.98046875
-1,46100,KELP,2019,25,,,,,2022,25,,,,,2020.5,99.3125
-1,46100,RAINFOREST_RESIN,9998,6,9996,2,9995,23,10004,2,10005,23,,,10001,855
-1,46200,RAINFOREST_RESIN,9998,2,9996,1,9995,27,10004,1,10005,27,,,10001,855
-1,46200,KELP,2018,28,,,,,2021,1,2022,27,,,2019.5,107.80859375
-1,46300,KELP,2018,29,,,,,2021,29,,,,,2019.5,112.640625
-1,46300,RAINFOREST_RESIN,9996,2,9995,27,,,10004,2,10005,27,,,10000,855
-1,46400,RAINFOREST_RESIN,9995,22,,,,,10005,22,,,,,10000,855
-1,46400,KELP,2018,22,,,,,2022,22,,,,,2020,108.30078125
-1,46500,KELP,2019,6,2018,31,,,2021,31,,,,,2020,109.44140625
-1,46500,RAINFOREST_RESIN,10000,6,9996,1,9995,30,10004,1,10005,30,,,10002,855
-1,46600,KELP,2019,3,2018,28,,,2021,1,2022,27,,,2020,107.66015625
-1,46600,RAINFOREST_RESIN,9998,10,9996,1,9995,27,10004,1,10005,27,,,10001,855
-1,46700,RAINFOREST_RESIN,9995,26,,,,,10005,26,,,,,10000,857
-1,46700,KELP,2019,26,,,,,2022,26,,,,,2020.5,100.07421875
-1,46800,RAINFOREST_RESIN,9996,1,9995,21,,,10004,1,10005,21,,,10000,857
-1,46800,KELP,2019,22,,,,,2022,22,,,,,2020.5,95.11328125
-1,46900,KELP,2021,1,2019,32,,,2022,32,,,,,2021.5,99.55078125
-1,46900,RAINFOREST_RESIN,9996,2,9995,30,,,10004,2,10005,30,,,10000,857
-1,47000,KELP,2019,21,,,,,2022,21,,,,,2020.5,98.0703125
-1,47000,RAINFOREST_RESIN,9996,1,9995,20,,,10004,1,10005,20,,,10000,857
-1,47100,RAINFOREST_RESIN,9996,2,9995,24,,,9998,1,10004,2,10005,24,9997,857
-1,47100,KELP,2019,22,,,,,2022,26,,,,,2020.5,99.53125
-1,47200,RAINFOREST_RESIN,10002,1,9996,2,9995,28,10004,2,10005,28,,,10003,859
-1,47200,KELP,2019,30,,,,,2022,30,,,,,2020.5,98.9765625
-1,47300,KELP,2019,25,,,,,2021,1,2022,25,,,2020,97.3828125
-1,47300,RAINFOREST_RESIN,10002,1,9998,3,9995,25,10005,25,,,,,10003.5,861
-1,47400,KELP,2019,25,,,,,2022,24,,,,,2020.5,93.48046875
-1,47400,RAINFOREST_RESIN,9995,24,,,,,10002,9,10005,24,,,9998.5,863
-1,47500,RAINFOREST_RESIN,9995,30,,,,,10002,1,10005,30,,,9998.5,863
-1,47500,KELP,2019,30,,,,,2021,6,2022,30,,,2020,93.92578125
-1,47600,RAINFOREST_RESIN,9996,1,9995,27,,,10004,1,10005,27,,,10000,863
-1,47600,KELP,2019,28,,,,,2022,28,,,,,2020.5,90.46484375
-1,47700,KELP,2019,23,,,,,2022,23,,,,,2020.5,89.66796875
-1,47700,RAINFOREST_RESIN,9996,1,9995,22,,,10002,8,10004,1,10005,22,9999,863
-1,47800,KELP,2019,23,,,,,2022,1,2023,22,,,2020.5,88.63671875
-1,47800,RAINFOREST_RESIN,9996,1,9995,22,,,10002,8,10004,1,10005,22,9999,863
-1,47900,RAINFOREST_RESIN,10002,1,9995,27,,,10005,27,,,,,10003.5,863
-1,47900,KELP,2019,27,,,,,2023,27,,,,,2021,88.29296875
-1,48000,RAINFOREST_RESIN,9995,27,,,,,10005,27,,,,,10000,865
-1,48000,KELP,2019,27,,,,,2023,27,,,,,2021,88.671875
-1,48100,KELP,2019,22,,,,,2022,21,,,,,2020.5,92.27734375
-1,48100,RAINFOREST_RESIN,9995,21,,,,,10002,9,10005,21,,,9998.5,865
-1,48200,KELP,2019,25,,,,,2022,25,,,,,2020.5,93.3828125
-1,48200,RAINFOREST_RESIN,9998,5,9995,25,,,10005,25,,,,,10001.5,873
-1,48300,RAINFOREST_RESIN,9996,1,9995,28,,,9998,1,10000,5,10004,1,9997,873
-1,48300,KELP,2018,29,,,,,2019,5,2022,29,,,2018.5,106.7578125
-1,48400,RAINFOREST_RESIN,9995,27,,,,,10002,7,10005,27,,,9998.5,875
-1,48400,KELP,2019,1,2018,27,,,2022,27,,,,,2020.5,109.3046875
-1,48500,KELP,2019,1,2018,29,,,2022,29,,,,,2020.5,110.087890625
-1,48500,RAINFOREST_RESIN,9995,29,,,,,9998,1,10005,29,,,9996.5,875
-1,48600,KELP,2019,1,2018,29,,,2022,29,,,,,2020.5,109.822265625
-1,48600,RAINFOREST_RESIN,9996,1,9995,28,,,10004,1,10005,28,,,10000,877
-1,48700,RAINFOREST_RESIN,9996,1,9995,22,,,10004,1,10005,22,,,10000,880
-1,48700,KELP,2018,23,,,,,2022,23,,,,,2020,110.783203125
-1,48800,RAINFOREST_RESIN,9996,1,9995,23,,,10004,1,10005,23,,,10000,880
-1,48800,KELP,2019,29,,,,,2022,24,,,,,2020.5,106.365234375
-1,48900,KELP,2019,34,,,,,2022,27,,,,,2020.5,104.66015625
-1,48900,RAINFOREST_RESIN,9995,27,,,,,10005,27,,,,,10000,880
-1,49000,KELP,2019,39,,,,,2022,32,,,,,2020.5,106.01953125
-1,49000,RAINFOREST_RESIN,9996,2,9995,30,,,10004,2,10005,30,,,10000,880
-1,49100,RAINFOREST_RESIN,9996,2,9995,30,,,10004,2,10005,30,,,10000,880
-1,49100,KELP,2019,40,,,,,2022,32,,,,,2020.5,101.853515625
-1,49200,RAINFOREST_RESIN,9996,1,9995,20,,,10004,1,10005,20,,,10000,880
-1,49200,KELP,2019,21,,,,,2022,21,,,,,2020.5,105.1953125
-1,49300,KELP,2019,21,,,,,2022,22,,,,,2020.5,106.11328125
-1,49300,RAINFOREST_RESIN,9998,9,9996,1,9995,21,10004,1,10005,21,,,10001,880
-1,49400,KELP,2021,9,2020,5,2019,20,2022,20,,,,,2021.5,108.83203125
-1,49400,RAINFOREST_RESIN,9995,20,,,,,10005,20,,,,,10000,880
-1,49500,RAINFOREST_RESIN,9996,2,9995,30,,,10004,2,10005,30,,,10000,880
-1,49500,KELP,2019,40,,,,,2022,32,,,,,2020.5,105.16015625
-1,49600,RAINFOREST_RESIN,9995,24,,,,,10005,24,,,,,10000,880
-1,49600,KELP,2021,1,2019,24,,,2022,24,,,,,2021.5,101.86328125
-1,49700,KELP,2019,28,,,,,2022,28,,,,,2020.5,102.84375
-1,49700,RAINFOREST_RESIN,9998,7,9996,2,9995,26,10004,2,10005,26,,,10001,880
-1,49800,KELP,2019,25,,,,,2020,5,2023,25,,,2019.5,93.625
-1,49800,RAINFOREST_RESIN,9996,2,9995,23,,,10004,2,10005,23,,,10000,880
-1,49900,RAINFOREST_RESIN,9998,3,9995,23,,,10005,23,,,,,10001.5,880
-1,49900,KELP,2019,23,,,,,2023,23,,,,,2021,95.84765625
-1,50000,RAINFOREST_RESIN,9996,1,9995,20,,,10004,1,10005,20,,,10000,888
-1,50000,KELP,2019,21,,,,,2022,1,2023,20,,,2020.5,97.98046875
-1,50100,KELP,2019,24,,,,,2021,2,2022,24,,,2020,100.55859375
-1,50100,RAINFOREST_RESIN,9995,24,,,,,10005,24,,,,,10000,888
-1,50200,KELP,2019,24,,,,,2023,24,,,,,2021,94.5
-1,50200,RAINFOREST_RESIN,9995,24,,,,,10005,24,,,,,10000,888
-1,50300,RAINFOREST_RESIN,9995,30,,,,,10002,10,10005,30,,,9998.5,888
-1,50300,KELP,2019,30,,,,,2023,30,,,,,2021,92.640625
-1,50400,RAINFOREST_RESIN,9998,4,9996,1,9995,22,10000,2,10004,1,10005,22,9999,888
-1,50400,KELP,2019,23,,,,,2021,3,2023,23,,,2020,93.01953125
-1,50500,KELP,2019,25,,,,,2023,25,,,,,2021,93.703125
-1,50500,RAINFOREST_RESIN,9996,2,9995,23,,,10004,2,10005,23,,,10000,888
-1,50600,KELP,2019,21,,,,,2020,6,2023,23,,,2019.5,92.15234375
-1,50600,RAINFOREST_RESIN,10002,1,9996,2,9995,21,10004,2,10005,21,,,10003,888
-1,50700,RAINFOREST_RESIN,9996,2,9995,22,,,10004,2,10005,22,,,10000,893
-1,50700,KELP,2020,24,,,,,2023,24,,,,,2021.5,90.6875
-1,50800,RAINFOREST_RESIN,10002,5,9996,2,9995,22,10004,2,10005,22,,,10003,893
-1,50800,KELP,2022,1,2020,24,,,2023,24,,,,,2022.5,87.88671875
-1,50900,KELP,2020,28,,,,,2022,4,2023,28,,,2021,86.625
-1,50900,RAINFOREST_RESIN,9996,1,9995,27,,,10004,1,10005,27,,,10000,903
-1,51000,KELP,2020,28,,,,,2023,28,,,,,2021.5,88.4140625
-1,51000,RAINFOREST_RESIN,9996,2,9995,26,,,10004,2,10005,26,,,10000,903
-1,51100,RAINFOREST_RESIN,9998,6,9996,1,9995,25,10004,1,10005,25,,,10001,903
-1,51100,KELP,2020,26,,,,,2023,26,,,,,2021.5,84.5859375
-1,51200,RAINFOREST_RESIN,9996,2,9995,28,,,10004,2,10005,28,,,10000,903
-1,51200,KELP,2020,30,,,,,2023,30,,,,,2021.5,87.04296875
-1,51300,KELP,2020,25,,,,,2023,25,,,,,2021.5,80.0625
-1,51300,RAINFOREST_RESIN,9996,1,9995,24,,,10004,1,10005,24,,,10000,903
-1,51400,KELP,2020,30,,,,,2023,30,,,,,2021.5,84.09375
-1,51400,RAINFOREST_RESIN,9995,30,,,,,10002,3,10005,30,,,9998.5,903
-1,51500,RAINFOREST_RESIN,9995,30,,,,,10005,30,,,,,10000,903
-1,51500,KELP,2022,1,2020,30,,,2023,30,,,,,2022.5,84.5546875
-1,51600,RAINFOREST_RESIN,10000,5,9996,2,9995,22,10002,1,10004,2,10005,22,10001,903
-1,51600,KELP,2021,5,2020,24,,,2023,24,,,,,2022,83.5703125
-1,51700,KELP,2020,16,,,,,2023,20,,,,,2021.5,86.625
-1,51700,RAINFOREST_RESIN,9995,20,,,,,10005,20,,,,,10000,905
-1,51800,KELP,2020,1,2019,24,,,2023,25,,,,,2021.5,90.90234375
-1,51800,RAINFOREST_RESIN,9996,1,9995,24,,,10004,1,10005,24,,,10000,949
-1,51900,RAINFOREST_RESIN,9996,1,9995,23,,,10004,1,10005,23,,,10000,949
-1,51900,KELP,2021,4,2019,24,,,2023,24,,,,,2022,94.7578125
-1,52000,RAINFOREST_RESIN,9998,3,9995,29,,,10005,29,,,,,10001.5,964
-1,52000,KELP,2019,29,,,,,2021,6,2023,29,,,2020,92.54296875
-1,52100,KELP,2019,21,,,,,2023,21,,,,,2021,92.140625
-1,52100,RAINFOREST_RESIN,9995,21,,,,,10005,21,,,,,10000,964
-1,52200,KELP,2019,31,,,,,2023,31,,,,,2021,95.5703125
-1,52200,RAINFOREST_RESIN,9996,2,9995,29,,,10004,2,10005,29,,,10000,996
-1,52300,RAINFOREST_RESIN,10002,1,9996,1,9995,27,10004,1,10005,27,,,10003,996
-1,52300,KELP,2022,1,2019,28,,,2023,28,,,,,2022.5,93.5859375
-1,52400,RAINFOREST_RESIN,9998,3,9996,1,9995,29,10004,1,10005,29,,,10001,998
-1,52400,KELP,2020,30,,,,,2023,30,,,,,2021.5,84.828125
-1,52500,KELP,2022,1,2020,28,,,2023,28,,,,,2022.5,85.92578125
-1,52500,RAINFOREST_RESIN,9996,1,9995,27,,,9998,1,10004,1,10005,27,9997,998
-1,52600,RAINFOREST_RESIN,9998,1,9996,1,9995,22,10000,4,10004,1,10005,22,9999,1000
-1,52600,KELP,2020,1,2019,22,,,2021,4,2023,23,,,2020.5,92.73828125
-1,52700,KELP,2019,26,,,,,2023,27,,,,,2021,95.8125
-1,52700,RAINFOREST_RESIN,9996,2,9995,25,,,10004,2,10005,25,,,10000,1000
-1,52800,RAINFOREST_RESIN,9995,26,,,,,10005,26,,,,,10000,1000
-1,52800,KELP,2019,26,,,,,2023,26,,,,,2021,90.90234375
-1,52900,KELP,2020,30,,,,,2023,30,,,,,2021.5,90.25
-1,52900,RAINFOREST_RESIN,9995,30,,,,,10005,30,,,,,10000,1000
-1,53000,RAINFOREST_RESIN,10002,1,9996,1,9995,20,10004,1,10005,20,,,10003,1024
-1,53000,KELP,2020,21,,,,,2023,21,,,,,2021.5,87.04296875
-1,53100,KELP,2019,24,,,,,2023,24,,,,,2021,94.0546875
-1,53100,RAINFOREST_RESIN,9995,24,,,,,10005,24,,,,,10000,1026
-1,53200,RAINFOREST_RESIN,9996,1,9995,30,,,10004,1,10005,30,,,10000,1026
-1,53200,KELP,2022,1,2019,31,,,2023,31,,,,,2022.5,93.16796875
-1,53300,KELP,2020,29,,,,,2023,29,,,,,2021.5,90.07421875
-1,53300,RAINFOREST_RESIN,9995,29,,,,,10005,29,,,,,10000,1026
-1,53400,RAINFOREST_RESIN,9998,6,9996,2,9995,23,10004,2,10005,23,,,10001,1026
-1,53400,KELP,2020,25,,,,,2023,25,,,,,2021.5,85.6171875
-1,53500,KELP,2020,23,,,,,2023,23,,,,,2021.5,87.9609375
-1,53500,RAINFOREST_RESIN,9996,2,9995,21,,,10002,1,10004,2,10005,21,9999,1026
-1,53600,RAINFOREST_RESIN,9995,24,,,,,9998,9,10005,24,,,9996.5,1026
-1,53600,KELP,2020,24,,,,,2023,24,,,,,2021.5,90.33984375
-1,53700,KELP,2019,30,,,,,2023,30,,,,,2021,92.66796875
-1,53700,RAINFOREST_RESIN,9998,1,9995,30,,,10005,30,,,,,10001.5,1044
-1,53800,RAINFOREST_RESIN,10002,3,9995,30,,,10005,30,,,,,10003.5,1044
-1,53800,KELP,2019,30,,,,,2023,30,,,,,2021,93.08203125
-1,53900,KELP,2019,27,,,,,2023,27,,,,,2021,94.2890625
-1,53900,RAINFOREST_RESIN,9996,2,9995,25,,,10004,2,10005,25,,,10000,1050
-1,54000,RAINFOREST_RESIN,9998,6,9996,1,9995,30,10004,1,10005,30,,,10001,1056
-1,54000,KELP,2020,31,,,,,2022,1,2023,31,,,2021,87.14453125
-1,54100,KELP,2020,24,,,,,2022,2,2023,24,,,2021,87.94140625
-1,54100,RAINFOREST_RESIN,9998,2,9996,2,9995,22,10004,2,10005,22,,,10001,1056
-1,54200,RAINFOREST_RESIN,9995,28,,,,,10005,28,,,,,10000,1057
-1,54200,KELP,2020,28,,,,,2023,28,,,,,2021.5,88.5
-1,54300,KELP,2022,1,2019,25,,,2023,25,,,,,2022.5,95.16015625
-1,54300,RAINFOREST_RESIN,9996,2,9995,23,,,10004,2,10005,23,,,10000,1057
-1,54400,RAINFOREST_RESIN,9995,29,,,,,10005,29,,,,,10000,1069
-1,54400,KELP,2019,29,,,,,2022,29,,,,,2020.5,99.796875
-1,54500,KELP,2019,21,,,,,2022,21,,,,,2020.5,101.72265625
-1,54500,RAINFOREST_RESIN,9996,1,9995,20,,,10004,1,10005,20,,,10000,1069
